id,projeto_id,data_venda,valor_final_brl,quantidade_vendida,vendedor_id,regiao,cota_meta_vendas_id
8630,8630,2024-12-27,6574.34,1,108,Norte,1
8632,8632,2024-10-18,98880.33,17,104,Centro-Oeste,1
8633,8633,2025-03-05,48470.37,13,106,Nordeste,1
8634,8634,2025-07-01,86077.8,17,105,Nordeste,1
8635,8635,2025-05-04,127921.5,35,108,Sudeste,1
8636,8636,2025-06-05,170805.12,32,108,Nordeste,1
8637,8637,2025-06-08,50364.16,98,101,Sudeste,1
8638,8638,2024-03-02,67965.03,21,109,Sudeste,1
8640,8640,2024-10-05,22698.7,278,110,Nordeste,1
8641,8641,2024-10-04,28883.52,8,105,Centro-Oeste,1
8642,8642,2024-02-16,52245.85,37,102,Nordeste,1
8644,8644,2025-03-24,37474.17,3,107,Centro-Oeste,1
8645,8645,2024-05-12,67419.2,20,105,Sudeste,1
8646,8646,2025-01-31,67342.54,31,110,Norte,1
8647,8647,2025-06-21,85042.8,8,109,Sudeste,1
8648,8648,2025-01-28,16297.61,7,107,Sul,1
8649,8649,2024-08-23,147612.16,46,110,Sul,1
8650,8650,2024-09-02,112380.58,26,106,Sul,1
8651,8651,2025-05-11,8637.17,1,107,Nordeste,1
8652,8652,2024-06-03,174081.3,30,102,Centro-Oeste,1
8654,8654,2025-05-28,40907.2,10,101,Centro-Oeste,1
8655,8655,2025-06-14,61329.18,11,109,Norte,1
8656,8656,2024-09-05,83087.07,33,107,Centro-Oeste,1
8657,8657,2024-10-07,54552.15,17,104,Centro-Oeste,1
8658,8658,2024-08-18,54143.0,145,109,Norte,1
8659,8659,2024-12-05,63689.64,12,106,Nordeste,1
8660,8660,2024-06-30,80988.05,13,110,Nordeste,1
8661,8661,2024-03-26,58554.56,41,103,Centro-Oeste,1
8663,8663,2025-07-02,76667.5,26,108,Centro-Oeste,1
8664,8664,2025-03-11,7196.9,1,102,Sul,1
8665,8665,2025-03-27,38806.68,6,108,Nordeste,1
8666,8666,2025-01-12,65919.84,21,107,Centro-Oeste,1
8667,8667,2025-02-13,48035.96,28,103,Sudeste,1
8668,8668,2024-07-30,32452.62,6,101,Sudeste,1
8669,8669,2024-07-04,124920.47,53,107,Centro-Oeste,1
8670,8670,2024-12-04,61646.76,153,109,Sul,1
8671,8671,2025-07-03,4715.59,1,107,Centro-Oeste,1
8672,8672,2025-06-23,57993.67,7,102,Sul,1
8673,8673,2025-05-23,75576.48,84,102,Sul,1
8674,8674,2025-04-02,110733.6,20,103,Nordeste,1
8677,8677,2025-01-17,66602.58,22,109,Centro-Oeste,1
8678,8678,2024-08-20,118404.97,29,104,Norte,1
8679,8679,2024-09-30,71185.17,61,108,Nordeste,1
8680,8680,2024-09-01,9794.64,1,103,Nordeste,1
8681,8681,2025-01-31,221733.8,20,101,Sul,1
8683,8683,2024-02-08,33984.88,8,106,Centro-Oeste,1
8685,8685,2024-09-12,93283.72,29,102,Norte,1
8686,8686,2025-04-02,7180.01,1,108,Sul,1
8688,8688,2024-12-15,138345.35,55,107,Norte,1
8689,8689,2025-06-15,8559.32,1,105,Sudeste,1
8690,8690,2025-01-26,270094.95,45,103,Norte,1
8691,8691,2025-06-29,45601.12,8,108,Sudeste,1
8692,8692,2024-09-18,194068.35,35,109,Sudeste,1
8693,8693,2025-06-01,76283.48,91,107,Norte,1
8694,8694,2024-06-18,25642.02,6,101,Nordeste,1
8695,8695,2024-12-17,51992.88,92,106,Nordeste,1
8697,8697,2025-06-29,51103.25,11,109,Centro-Oeste,1
8698,8698,2024-09-29,57316.49,101,110,Norte,1
8699,8699,2025-03-06,199041.95,17,102,Centro-Oeste,1
8700,8700,2025-01-16,59679.0,30,102,Nordeste,1
8701,8701,2024-11-30,194996.34,22,106,Norte,1
8702,8702,2024-10-14,53488.62,18,105,Norte,1
8703,8703,2024-02-29,61604.18,11,107,Norte,1
8704,8704,2024-09-19,154860.03,39,102,Sul,1
8705,8705,2025-05-23,6126.51,1,107,Norte,1
8706,8706,2025-06-28,109603.4,20,101,Nordeste,1
8707,8707,2024-04-21,92852.98,37,105,Norte,1
8708,8708,2024-03-21,142899.11,17,110,Nordeste,1
8709,8709,2024-07-30,59382.12,14,105,Sul,1
8710,8710,2024-09-29,72950.8,13,102,Nordeste,1
8711,8711,2025-07-14,61943.04,171,106,Sudeste,1
8712,8712,2024-04-14,73877.04,24,103,Sudeste,1
8713,8713,2025-05-20,146842.74,22,103,Norte,1
8714,8714,2025-07-11,66071.46,13,110,Centro-Oeste,1
8715,8715,2024-05-27,55374.99,93,108,Norte,1
8716,8716,2024-09-21,116857.79,19,105,Sul,1
8717,8717,2025-02-14,37189.95,7,102,Centro-Oeste,1
8718,8718,2024-06-22,65029.51,23,104,Norte,1
8719,8719,2024-05-24,75895.4,23,109,Sul,1
8720,8720,2024-03-02,72298.2,46,101,Centro-Oeste,1
8721,8721,2024-08-13,155519.73,27,105,Sul,1
8722,8722,2024-04-17,65665.44,24,108,Sudeste,1
8723,8723,2024-02-15,64338.48,72,103,Nordeste,1
8724,8724,2024-04-04,68206.86,18,109,Nordeste,1
8725,8725,2025-02-13,54166.0,100,107,Sudeste,1
8726,8726,2025-04-12,103881.4,28,103,Centro-Oeste,1
8727,8727,2024-04-30,94835.4,22,101,Sudeste,1
8728,8728,2024-04-27,56612.2,23,102,Sudeste,1
8729,8729,2025-06-03,78593.49,27,106,Nordeste,1
8730,8730,2025-05-13,68803.28,14,105,Norte,1
8731,8731,2024-07-27,9933.14,1,107,Sudeste,1
8732,8732,2024-02-01,108173.45,35,103,Centro-Oeste,1
8733,8733,2024-12-16,158631.72,26,105,Sudeste,1
8734,8734,2025-02-24,50164.56,19,101,Sul,1
8735,8735,2024-10-01,243304.11,21,110,Nordeste,1
8736,8736,2024-12-24,51500.96,28,102,Nordeste,1
8737,8737,2024-04-10,85892.85,9,103,Centro-Oeste,1
8738,8738,2024-05-21,60367.06,13,105,Sudeste,1
8739,8739,2024-12-15,52157.43,9,108,Centro-Oeste,1
8740,8740,2025-06-28,144998.28,14,103,Sudeste,1
8741,8741,2024-01-22,86863.41,87,109,Sul,1
8742,8742,2025-04-19,36100.68,11,104,Centro-Oeste,1
8743,8743,2024-12-03,5516.34,1,110,Sul,1
8744,8744,2024-11-02,7624.76,1,108,Nordeste,1
8745,8745,2024-08-13,6546.22,1,109,Sul,1
8746,8746,2024-09-08,35869.95,237,109,Centro-Oeste,1
8747,8747,2024-08-25,24907.5,9,101,Sul,1
8748,8748,2025-01-26,5541.07,1,109,Norte,1
8749,8749,2024-12-25,66374.0,28,106,Centro-Oeste,1
8751,8751,2024-11-30,69341.4,90,105,Centro-Oeste,1
8753,8753,2024-06-13,71976.96,88,104,Sul,1
8754,8754,2024-12-16,91716.75,25,110,Centro-Oeste,1
8755,8755,2024-05-01,76681.08,92,105,Sudeste,1
8756,8756,2024-03-02,63401.04,173,108,Nordeste,1
8757,8757,2025-06-09,74981.55,21,101,Sudeste,1
8758,8758,2024-02-23,203427.8,20,109,Centro-Oeste,1
8759,8759,2024-06-16,6369.19,1,110,Sul,1
8760,8760,2024-05-28,52235.99,23,103,Sul,1
8762,8762,2024-07-09,130408.4,20,101,Sul,1
8763,8763,2024-11-23,125636.88,12,105,Sul,1
8764,8764,2024-05-30,65506.02,71,107,Sul,1
8765,8765,2025-02-05,249624.27,21,104,Norte,1
8766,8766,2024-09-04,111350.36,22,103,Sudeste,1
8767,8767,2024-07-01,94794.24,16,102,Sudeste,1
8768,8768,2025-01-19,67664.0,32,105,Nordeste,1
8769,8769,2024-06-22,49322.58,69,109,Sudeste,1
8770,8770,2024-05-14,96740.3,23,109,Sul,1
8772,8772,2025-03-22,58369.88,59,109,Norte,1
8773,8773,2024-11-17,4975.01,1,101,Norte,1
8774,8774,2025-07-10,90796.86,18,102,Sudeste,1
8775,8775,2025-03-18,48938.13,9,102,Sul,1
8776,8776,2024-03-15,117160.8,16,107,Norte,1
8777,8777,2024-08-24,55761.87,17,108,Sul,1
8778,8778,2025-05-20,49433.92,32,102,Sudeste,1
8779,8779,2024-06-18,73672.48,14,105,Sudeste,1
8780,8780,2024-12-17,50242.82,34,110,Sul,1
8781,8781,2024-05-19,141039.48,34,106,Norte,1
8782,8782,2024-07-13,60661.12,32,101,Norte,1
8783,8783,2025-01-16,55517.1,15,102,Sudeste,1
8784,8784,2025-06-26,70557.48,28,102,Sul,1
8785,8785,2024-01-30,90912.56,23,107,Centro-Oeste,1
8786,8786,2024-08-07,84468.24,24,108,Centro-Oeste,1
8787,8787,2024-11-12,11371.65,1,109,Sudeste,1
8788,8788,2024-09-06,24566.56,8,103,Sul,1
8789,8789,2024-03-24,71615.18,7,106,Sudeste,1
8790,8790,2024-07-27,71127.1,55,107,Centro-Oeste,1
8791,8791,2024-10-28,99474.76,28,101,Nordeste,1
8792,8792,2024-03-01,52440.95,19,101,Sul,1
8794,8794,2024-05-26,71277.84,27,106,Nordeste,1
8795,8795,2025-01-29,39391.22,22,109,Sul,1
8797,8797,2025-01-06,69945.3,31,109,Nordeste,1
8798,8798,2024-02-22,83974.66,77,108,Sudeste,1
8799,8799,2024-11-11,53937.84,11,103,Norte,1
8800,8800,2024-04-01,147813.12,21,108,Sudeste,1
8801,8801,2025-01-08,84862.93,19,105,Nordeste,1
8802,8802,2024-12-13,110586.5,25,107,Nordeste,1
8803,8803,2025-07-11,9454.76,1,107,Sul,1
8804,8804,2025-03-14,65430.42,33,109,Sul,1
8805,8805,2025-03-31,238651.2,40,108,Norte,1
8806,8806,2024-07-09,5392.31,1,105,Sul,1
8807,8807,2024-10-27,81499.95,45,105,Nordeste,1
8808,8808,2025-05-11,75952.08,24,105,Sudeste,1
8809,8809,2024-02-02,67571.1,15,105,Centro-Oeste,1
8811,8811,2024-06-03,64047.8,20,104,Sudeste,1
8812,8812,2025-07-03,46839.9,6,105,Sul,1
8813,8813,2024-06-27,6620.28,1,101,Nordeste,1
8814,8814,2024-12-04,78940.26,14,101,Sul,1
8815,8815,2024-10-16,82546.31,77,104,Nordeste,1
8816,8816,2025-04-26,162016.4,28,109,Nordeste,1
8817,8817,2025-04-14,158014.56,16,102,Sul,1
8820,8820,2024-11-13,215285.4,20,104,Sudeste,1
8821,8821,2024-07-28,71356.1,10,105,Centro-Oeste,1
8823,8823,2024-03-05,66821.67,23,110,Nordeste,1
8824,8824,2025-03-03,78556.7,86,103,Centro-Oeste,1
8825,8825,2025-04-06,4192.12,2,105,Centro-Oeste,1
8826,8826,2024-05-27,30603.54,11,102,Centro-Oeste,1
8827,8827,2025-05-14,85243.2,16,104,Sul,1
8828,8828,2024-04-12,10645.02,1,110,Norte,1
8829,8829,2024-11-21,6704.85,1,110,Sul,1
8830,8830,2024-04-14,63374.4,90,110,Centro-Oeste,1
8831,8831,2024-06-05,105750.0,15,109,Norte,1
8832,8832,2024-04-02,62362.8,51,101,Sul,1
8833,8833,2024-07-18,44247.15,9,106,Sul,1
8834,8834,2024-08-07,87481.73,7,110,Sul,1
8835,8835,2024-05-13,146639.04,32,103,Centro-Oeste,1
8836,8836,2025-02-12,43504.02,17,101,Norte,1
8837,8837,2024-11-17,94457.28,32,101,Nordeste,1
8838,8838,2024-08-21,76820.52,28,110,Centro-Oeste,1
8839,8839,2024-08-17,70125.7,10,110,Sudeste,1
8840,8840,2024-05-27,81179.25,85,103,Sul,1
8841,8841,2024-04-10,150429.05,37,101,Sudeste,1
8843,8843,2024-09-17,37414.96,41,102,Norte,1
8844,8844,2024-03-29,159086.11,31,102,Centro-Oeste,1
8845,8845,2024-04-19,5445.39,1,106,Sul,1
8846,8846,2024-03-28,61022.8,20,104,Centro-Oeste,1
8847,8847,2024-02-20,6145.79,1,105,Sudeste,1
8848,8848,2024-01-31,26906.05,5,110,Sul,1
8849,8849,2024-04-03,59594.35,85,108,Sul,1
8850,8850,2024-10-25,29757.96,6,110,Norte,1
8851,8851,2024-11-27,4983.39,1,105,Nordeste,1
8852,8852,2024-04-12,134861.12,32,106,Norte,1
8853,8853,2025-03-18,183878.94,21,103,Norte,1
8854,8854,2025-01-26,90639.7,43,102,Nordeste,1
8855,8855,2025-04-26,63774.26,22,103,Nordeste,1
8857,8857,2024-05-26,23687.2,8,107,Centro-Oeste,1
8858,8858,2024-10-24,59526.28,44,104,Norte,1
8859,8859,2024-07-20,70958.85,85,106,Sudeste,1
8860,8860,2024-07-23,5041.47,1,102,Centro-Oeste,1
8861,8861,2025-06-21,91577.2,20,105,Centro-Oeste,1
8863,8863,2025-06-28,76015.2,48,103,Norte,1
8864,8864,2024-10-16,5417.8,1,109,Sul,1
8865,8865,2025-05-03,53644.91,11,102,Centro-Oeste,1
8866,8866,2024-08-27,138139.68,42,108,Centro-Oeste,1
8867,8867,2025-03-05,105517.94,11,108,Norte,1
8868,8868,2025-02-05,25860.94,7,101,Nordeste,1
8869,8869,2024-12-11,56652.84,153,101,Sul,1
8870,8870,2024-09-11,81867.24,13,110,Sudeste,1
8871,8871,2024-07-31,54794.88,151,107,Centro-Oeste,1
8872,8872,2024-10-15,44934.42,73,107,Sudeste,1
8874,8874,2024-10-01,55521.9,21,107,Norte,1
8875,8875,2024-08-25,47215.04,8,107,Sul,1
8876,8876,2025-04-04,74990.4,32,104,Sudeste,1
8877,8877,2025-06-28,50861.28,34,105,Nordeste,1
8878,8878,2025-03-22,87964.05,15,110,Sudeste,1
8879,8879,2025-03-23,119837.52,44,103,Sudeste,1
8880,8880,2024-03-13,106128.6,12,102,Nordeste,1
8881,8881,2024-08-15,118360.32,26,107,Nordeste,1
8882,8882,2024-10-03,66389.12,16,109,Norte,1
8883,8883,2024-12-03,128902.9,35,107,Norte,1
8885,8885,2025-03-06,112543.47,39,102,Sul,1
8886,8886,2024-01-27,101834.3,19,102,Nordeste,1
8887,8887,2025-06-14,121472.78,22,104,Nordeste,1
8888,8888,2024-09-23,71723.8,10,109,Norte,1
8889,8889,2024-07-17,15996.42,3,109,Sudeste,1
8890,8890,2025-02-06,66333.96,36,107,Centro-Oeste,1
8891,8891,2024-12-21,142255.35,15,106,Nordeste,1
8892,8892,2024-08-04,41856.71,7,103,Sul,1
8893,8893,2024-07-31,91843.05,15,107,Centro-Oeste,1
8894,8894,2025-07-03,108675.83,41,107,Sudeste,1
8895,8895,2025-03-31,97396.64,22,110,Sudeste,1
8896,8896,2024-10-17,114404.22,18,109,Sul,1
8897,8897,2024-08-09,86094.33,67,110,Centro-Oeste,1
8898,8898,2024-08-22,91584.96,48,110,Sul,1
8899,8899,2024-11-11,6032.03,1,102,Centro-Oeste,1
8900,8900,2024-05-16,53986.08,12,106,Centro-Oeste,1
8901,8901,2025-01-29,23031.72,4,110,Sudeste,1
8902,8902,2024-07-28,87799.0,10,106,Sudeste,1
8904,8904,2024-07-21,198138.08,19,109,Nordeste,1
8905,8905,2025-06-22,183204.0,35,109,Sul,1
8906,8906,2024-12-01,80840.25,45,106,Nordeste,1
8907,8907,2024-12-27,7242.46,1,105,Sul,1
8908,8908,2024-09-20,51067.36,16,107,Centro-Oeste,1
8909,8909,2024-12-22,59660.22,6,106,Sul,1
8910,8910,2024-11-02,38101.38,239,101,Sudeste,1
8912,8912,2025-04-25,103016.75,25,104,Nordeste,1
8913,8913,2025-02-21,93914.88,37,104,Norte,1
8914,8914,2024-05-23,27213.55,7,110,Sul,1
8916,8916,2024-09-13,60726.67,23,106,Norte,1
8917,8917,2024-08-26,56694.78,6,110,Nordeste,1
8918,8918,2025-06-16,7200.4,2,110,Centro-Oeste,1
8919,8919,2024-11-06,84463.13,23,104,Sul,1
8920,8920,2025-03-11,21015.33,3,102,Centro-Oeste,1
8921,8921,2025-03-25,53891.36,16,101,Norte,1
8922,8922,2025-03-27,105660.9,19,110,Sul,1
8923,8923,2024-03-28,73170.33,137,105,Sul,1
8924,8924,2024-07-11,137118.6,20,110,Centro-Oeste,1
8926,8926,2024-07-18,60613.8,20,108,Sudeste,1
8927,8927,2024-03-16,62235.76,142,109,Norte,1
8929,8929,2024-10-14,44683.44,8,108,Sudeste,1
8930,8930,2024-09-01,53316.99,129,109,Norte,1
8931,8931,2025-06-14,124228.4,10,104,Sul,1
8932,8932,2024-10-19,107633.7,15,103,Centro-Oeste,1
8934,8934,2024-02-13,60219.61,11,106,Norte,1
8935,8935,2025-01-24,179565.37,23,110,Sul,1
8936,8936,2024-04-29,56228.1,138,107,Centro-Oeste,1
8937,8937,2024-08-15,29138.05,5,106,Sul,1
8938,8938,2024-04-12,37792.02,67,104,Sudeste,1
8939,8939,2025-03-28,3415.07,1,107,Sul,1
8940,8940,2025-06-09,39829.6,4,108,Norte,1
8942,8942,2024-10-28,4668.77,1,109,Centro-Oeste,1
8943,8943,2024-12-20,2672.06,1,104,Norte,1
8945,8945,2025-05-20,50579.62,91,103,Centro-Oeste,1
8946,8946,2024-06-23,68151.64,17,103,Centro-Oeste,1
8947,8947,2025-07-10,95726.6,20,108,Centro-Oeste,1
8948,8948,2024-01-23,40157.74,238,109,Norte,1
8949,8949,2025-02-03,72851.76,36,106,Centro-Oeste,1
8950,8950,2025-07-04,39345.6,168,108,Norte,1
8951,8951,2024-12-07,75000.38,98,105,Sul,1
8953,8953,2024-07-29,118515.6,45,102,Norte,1
8954,8954,2025-03-25,104147.28,24,109,Sul,1
8955,8955,2025-01-11,45877.44,8,107,Sul,1
8956,8956,2024-08-05,80878.2,15,102,Centro-Oeste,1
8957,8957,2024-03-31,69391.31,53,107,Nordeste,1
8958,8958,2024-04-02,56126.1,61,104,Sudeste,1
8959,8959,2024-12-14,122100.48,48,101,Sudeste,1
8960,8960,2024-09-04,139655.67,33,105,Centro-Oeste,1
8962,8962,2025-06-09,155571.0,12,109,Centro-Oeste,1
8963,8963,2024-11-26,91421.44,32,109,Norte,1
8965,8965,2024-06-30,52743.24,22,106,Sudeste,1
8966,8966,2024-10-07,24374.2,10,103,Sudeste,1
8967,8967,2024-03-21,93824.96,16,106,Sudeste,1
8968,8968,2024-02-26,102535.4,38,108,Sul,1
8969,8969,2024-11-22,11970.92,2,109,Sul,1
8970,8970,2025-03-01,58822.04,23,101,Sudeste,1
8971,8971,2024-09-01,60704.0,140,103,Nordeste,1
8972,8972,2024-08-01,69628.2,30,102,Sul,1
8973,8973,2025-05-30,105917.08,31,105,Norte,1
8974,8974,2024-10-23,48437.97,49,101,Sul,1
8975,8975,2024-03-01,262543.68,24,110,Centro-Oeste,1
8976,8976,2024-10-06,47028.99,19,103,Norte,1
8977,8977,2025-07-11,66956.34,22,103,Norte,1
8978,8978,2024-12-10,5672.77,1,109,Norte,1
8979,8979,2024-09-23,89783.19,21,110,Centro-Oeste,1
8983,8983,2024-07-08,99301.19,43,101,Sudeste,1
8984,8984,2024-09-21,68817.53,17,109,Sudeste,1
8985,8985,2024-10-20,143429.25,25,107,Sudeste,1
8987,8987,2024-08-31,64442.79,27,104,Sudeste,1
8988,8988,2024-06-18,58721.4,38,104,Norte,1
8990,8990,2025-05-18,6883.46,1,106,Sul,1
8991,8991,2024-08-29,68432.04,12,108,Norte,1
8993,8993,2024-12-10,98062.12,26,102,Sul,1
8994,8994,2024-02-19,60213.06,37,101,Sul,1
8995,8995,2025-06-09,260778.83,23,103,Sudeste,1
8996,8996,2024-09-08,79725.93,29,106,Norte,1
8997,8997,2024-03-11,115773.84,21,110,Sul,1
8999,8999,2024-10-17,56640.09,39,109,Sudeste,1
9000,9000,2024-12-02,24365.76,6,107,Centro-Oeste,1
9001,9001,2025-03-31,170777.95,35,105,Norte,1
9003,9003,2024-12-29,57907.63,103,103,Centro-Oeste,1
9004,9004,2025-07-10,158219.16,22,103,Nordeste,1
9005,9005,2024-05-20,71749.7,95,108,Sul,1
9006,9006,2025-02-23,123931.02,34,102,Norte,1
9007,9007,2025-01-23,76633.52,8,109,Centro-Oeste,1
9008,9008,2024-06-27,58231.95,35,105,Nordeste,1
9009,9009,2024-09-26,69500.73,13,102,Centro-Oeste,1
9010,9010,2024-06-24,94632.6,20,104,Norte,1
9011,9011,2025-05-02,45382.2,12,109,Nordeste,1
9012,9012,2024-04-05,124399.2,51,106,Sul,1
9013,9013,2024-03-21,18113.88,4,108,Norte,1
9014,9014,2024-06-28,157972.5,34,103,Sudeste,1
9015,9015,2024-12-17,96102.7,85,106,Centro-Oeste,1
9016,9016,2024-11-09,207523.61,31,106,Centro-Oeste,1
9017,9017,2025-05-16,115357.51,31,110,Nordeste,1
9018,9018,2024-11-18,52059.54,93,101,Sudeste,1
9019,9019,2024-09-18,48888.32,26,107,Sul,1
9020,9020,2025-02-26,50808.38,7,109,Nordeste,1
9021,9021,2024-07-28,41990.0,17,107,Sudeste,1
9022,9022,2024-09-13,7348.29,1,106,Norte,1
9024,9024,2024-03-07,37038.8,10,106,Sul,1
9025,9025,2024-04-14,92175.84,27,105,Centro-Oeste,1
9026,9026,2024-11-06,79436.7,63,103,Centro-Oeste,1
9027,9027,2025-05-08,82466.56,32,107,Sul,1
9028,9028,2024-07-25,104832.0,40,110,Sudeste,1
9029,9029,2024-11-18,23579.51,289,101,Nordeste,1
9030,9030,2025-03-03,167126.4,21,108,Centro-Oeste,1
9031,9031,2024-05-09,37674.89,11,101,Nordeste,1
9032,9032,2024-04-16,134604.18,18,106,Sul,1
9033,9033,2025-06-15,51578.24,14,105,Sul,1
9034,9034,2024-10-16,30591.72,18,107,Sudeste,1
9035,9035,2024-09-02,75397.44,96,101,Norte,1
9036,9036,2024-04-25,81005.4,9,106,Sul,1
9037,9037,2024-07-07,76998.6,12,110,Sul,1
9038,9038,2025-06-14,189323.1,30,101,Sudeste,1
9039,9039,2025-03-25,64139.2,160,104,Centro-Oeste,1
9040,9040,2024-11-03,206134.86,17,106,Norte,1
9041,9041,2024-08-31,95164.2,27,106,Nordeste,1
9042,9042,2024-05-29,9946.36,1,110,Sudeste,1
9043,9043,2025-04-30,130087.98,33,103,Sul,1
9044,9044,2025-02-24,88509.33,21,101,Centro-Oeste,1
9045,9045,2024-07-17,99303.63,17,109,Sul,1
9046,9046,2024-02-14,86181.55,91,107,Sul,1
9047,9047,2024-07-13,5310.04,1,110,Nordeste,1
9048,9048,2025-07-09,104865.6,16,108,Norte,1
9049,9049,2024-05-04,38205.0,30,103,Sul,1
9050,9050,2025-05-23,21558.6,5,106,Sudeste,1
9051,9051,2024-07-11,46786.63,11,107,Centro-Oeste,1
9052,9052,2025-02-11,62639.64,42,109,Sudeste,1
9053,9053,2024-08-07,67856.18,14,105,Sudeste,1
9054,9054,2025-04-14,59121.24,68,103,Centro-Oeste,1
9055,9055,2024-11-16,40989.48,28,102,Sul,1
9057,9057,2025-02-15,81996.9,30,101,Centro-Oeste,1
9058,9058,2024-08-12,201952.29,31,104,Sul,1
9059,9059,2024-10-23,10530.2,2,101,Centro-Oeste,1
9060,9060,2024-11-18,142105.95,15,107,Nordeste,1
9061,9061,2024-10-12,31020.6,4,106,Centro-Oeste,1
9062,9062,2024-06-05,54522.29,89,107,Sudeste,1
9063,9063,2024-11-17,56098.45,19,104,Norte,1
9064,9064,2024-06-24,20329.7,5,109,Sudeste,1
9065,9065,2024-10-03,56824.68,11,105,Sul,1
9066,9066,2024-03-11,82066.4,80,103,Sul,1
9067,9067,2024-01-24,54359.9,14,104,Sudeste,1
9068,9068,2024-07-27,24968.04,2,106,Sudeste,1
9069,9069,2024-06-11,45016.16,14,103,Norte,1
9070,9070,2025-01-26,17436.51,3,103,Sul,1
9071,9071,2024-04-15,23337.25,277,103,Norte,1
9072,9072,2024-01-29,46996.2,18,109,Sudeste,1
9074,9074,2024-09-26,40316.88,12,107,Centro-Oeste,1
9075,9075,2024-10-23,71010.16,26,108,Sudeste,1
9076,9076,2024-04-07,80454.92,62,101,Norte,1
9077,9077,2024-09-08,57177.12,44,103,Norte,1
9078,9078,2025-03-26,6546.55,1,106,Nordeste,1
9080,9080,2024-11-17,36099.67,17,108,Norte,1
9081,9081,2024-12-04,55654.68,12,102,Nordeste,1
9082,9082,2024-08-14,83377.8,33,103,Nordeste,1
9083,9083,2024-07-31,55529.25,21,108,Sul,1
9084,9084,2025-02-22,75308.59,19,107,Sul,1
9085,9085,2024-12-29,92133.9,30,110,Nordeste,1
9086,9086,2024-07-20,62764.2,20,107,Centro-Oeste,1
9087,9087,2025-01-29,105052.32,12,106,Centro-Oeste,1
9089,9089,2025-02-22,12888.48,4,103,Norte,1
9090,9090,2024-12-07,50607.72,36,110,Centro-Oeste,1
9091,9091,2024-12-05,8621.86,1,109,Sudeste,1
9092,9092,2025-02-18,136997.5,25,103,Centro-Oeste,1
9093,9093,2025-02-13,79568.06,43,109,Sul,1
9094,9094,2025-01-08,146497.68,42,110,Norte,1
9095,9095,2024-07-02,6616.21,1,106,Centro-Oeste,1
9096,9096,2024-12-15,98412.75,25,106,Sudeste,1
9097,9097,2024-03-07,88395.23,11,106,Nordeste,1
9098,9098,2024-07-18,88213.32,78,109,Sul,1
9099,9099,2025-06-18,124656.2,20,107,Sul,1
9100,9100,2024-06-02,77159.0,38,110,Centro-Oeste,1
9101,9101,2024-04-11,44010.73,179,106,Sudeste,1
9103,9103,2024-11-16,78566.55,15,105,Centro-Oeste,1
9104,9104,2025-05-08,46450.11,177,108,Sul,1
9105,9105,2024-03-23,62330.7,15,103,Nordeste,1
9106,9106,2024-03-25,59822.66,17,108,Norte,1
9107,9107,2024-07-11,8887.77,3,101,Nordeste,1
9109,9109,2024-02-27,17842.44,3,106,Norte,1
9110,9110,2024-02-26,122855.4,18,101,Nordeste,1
9111,9111,2025-01-22,23468.94,3,106,Norte,1
9112,9112,2024-04-22,41525.1,10,101,Sudeste,1
9113,9113,2025-03-31,42045.48,171,104,Nordeste,1
9114,9114,2024-08-25,58781.2,40,108,Nordeste,1
9115,9115,2025-03-17,77608.64,29,104,Sudeste,1
9116,9116,2024-08-08,66503.85,7,104,Sudeste,1
9117,9117,2024-06-18,120660.07,23,108,Sudeste,1
9118,9118,2024-05-31,69778.5,30,101,Nordeste,1
9120,9120,2025-04-30,9735.54,1,108,Sudeste,1
9121,9121,2024-10-16,44220.6,15,109,Nordeste,1
9122,9122,2024-03-21,5087.41,1,106,Centro-Oeste,1
9123,9123,2024-12-05,73429.8,23,109,Centro-Oeste,1
9124,9124,2025-04-14,206670.72,24,105,Norte,1
9125,9125,2024-12-31,20961.6,4,103,Nordeste,1
9126,9126,2024-10-16,69845.34,87,107,Norte,1
9127,9127,2024-05-24,107026.15,11,108,Centro-Oeste,1
9128,9128,2025-03-10,52342.86,6,108,Sudeste,1
9129,9129,2024-05-21,2993.2,1,104,Norte,1
9130,9130,2024-06-19,89965.7,34,106,Centro-Oeste,1
9131,9131,2024-10-01,72611.28,36,103,Centro-Oeste,1
9132,9132,2024-02-06,95437.3,35,101,Centro-Oeste,1
9133,9133,2025-07-04,105400.34,17,108,Sudeste,1
9134,9134,2024-12-12,34674.96,12,103,Nordeste,1
9135,9135,2025-06-04,76403.75,19,102,Nordeste,1
9136,9136,2024-11-21,88149.6,45,110,Centro-Oeste,1
9137,9137,2024-07-16,72768.0,16,102,Norte,1
9138,9138,2025-06-13,75076.32,24,106,Centro-Oeste,1
9139,9139,2024-01-23,49402.62,9,104,Nordeste,1
9140,9140,2024-02-07,50373.63,9,103,Centro-Oeste,1
9141,9141,2025-05-16,2912.01,1,109,Norte,1
9142,9142,2024-11-29,142378.59,19,108,Nordeste,1
9143,9143,2025-02-11,137509.11,27,103,Centro-Oeste,1
9144,9144,2025-03-11,111876.25,25,107,Centro-Oeste,1
9145,9145,2024-03-22,43429.0,10,106,Nordeste,1
9146,9146,2024-06-02,65027.5,19,104,Sul,1
9147,9147,2024-12-14,59640.0,30,109,Norte,1
9149,9149,2024-06-17,119567.97,17,108,Norte,1
9150,9150,2025-04-29,51728.6,14,103,Norte,1
